participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_responseId,parameters_instruction,parameters_imgSrcs,parameters_imgLabels,parameters_options,parameters_questionType,parameters_rankPrompts,parameters_pickQuestion,parameters_pickOptions,parameters_title,parameters_intro,parameters_sections,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc,lecture_type,practice_type,group,source_file,parameters_minTasks,parameters_height,parameters_expectedSource
69e7ac40430645b3492b7f1b,add-points-2,58,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":56,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e7ac40430645b3492b7f1b,add-points-3,59,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.1947,""y"":-0.0778},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.4386,""slope"":0.3285}},{""pointIndex"":2,""point"":{""x"":0.0683,""y"":-0.1064},""before"":{""r"":0.4386,""slope"":0.3285},""after"":{""r"":0.413,""slope"":0.3138}},{""pointIndex"":3,""point"":{""x"":-0.0326,""y"":-0.0656},""before"":{""r"":0.413,""slope"":0.3138},""after"":{""r"":0.4118,""slope"":0.3152}},{""pointIndex"":4,""point"":{""x"":0.0683,""y"":0.0648},""before"":{""r"":0.4118,""slope"":0.3152},""after"":{""r"":0.4138,""slope"":0.3161}},{""pointIndex"":5,""point"":{""x"":-0.0326,""y"":0.0811},""before"":{""r"":0.4138,""slope"":0.3161},""after"":{""r"":0.4116,""slope"":0.315}},{""pointIndex"":6,""point"":{""x"":0.1296,""y"":-0.0575},""before"":{""r"":0.4116,""slope"":0.315},""after"":{""r"":0.3912,""slope"":0.2985}}]",NA,12212,12212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will move the correlation closer to 0, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e7ac40430645b3492b7f1b,add-points-3,59,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":49,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e96cde65aa9df15260c718,add-points-1,57,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.025,""y"":0.4487},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.3704,""slope"":0.3088}},{""pointIndex"":2,""point"":{""x"":0.1293,""y"":0.5512},""before"":{""r"":0.3704,""slope"":0.3088},""after"":{""r"":0.3855,""slope"":0.3582}},{""pointIndex"":3,""point"":{""x"":0.2025,""y"":-0.2537},""before"":{""r"":0.3855,""slope"":0.3582},""after"":{""r"":0.2837,""slope"":0.2792}},{""pointIndex"":4,""point"":{""x"":-0.553,""y"":0.0918},""before"":{""r"":0.2837,""slope"":0.2792},""after"":{""r"":0.2574,""slope"":0.2234}},{""pointIndex"":5,""point"":{""x"":-0.1468,""y"":0.3462},""before"":{""r"":0.2574,""slope"":0.2234},""after"":{""r"":0.2272,""slope"":0.2012}},{""pointIndex"":6,""point"":{""x"":0.2796,""y"":0.6233},""before"":{""r"":0.2272,""slope"":0.2012},""after"":{""r"":0.3038,""slope"":0.2872}}]",NA,62657,62657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will positively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e96cde65aa9df15260c718,add-points-1,57,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":203,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e96cde65aa9df15260c718,add-points-2,58,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.2281,""y"":-0.4473},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.4578,""slope"":0.3987}},{""pointIndex"":2,""point"":{""x"":-0.0981,""y"":-0.341},""before"":{""r"":0.4578,""slope"":0.3987},""after"":{""r"":0.4507,""slope"":0.4181}},{""pointIndex"":3,""point"":{""x"":0.1497,""y"":-0.174},""before"":{""r"":0.4507,""slope"":0.4181},""after"":{""r"":0.4138,""slope"":0.3828}},{""pointIndex"":4,""point"":{""x"":-0.5855,""y"":-0.1056},""before"":{""r"":0.4138,""slope"":0.3828},""after"":{""r"":0.3987,""slope"":0.3279}},{""pointIndex"":5,""point"":{""x"":-0.2931,""y"":0.0728},""before"":{""r"":0.3987,""slope"":0.3279},""after"":{""r"":0.3687,""slope"":0.2999}},{""pointIndex"":6,""point"":{""x"":-0.3702,""y"":0.0614},""before"":{""r"":0.3687,""slope"":0.2999},""after"":{""r"":0.3364,""slope"":0.2675}},{""pointIndex"":7,""point"":{""x"":-0.3621,""y"":0.0652},""before"":{""r"":0.3364,""slope"":0.2675},""after"":{""r"":0.31,""slope"":0.2423}},{""pointIndex"":8,""point"":{""x"":-0.3093,""y"":0.0614},""before"":{""r"":0.31,""slope"":0.2423},""after"":{""r"":0.2937,""slope"":0.2278}},{""pointIndex"":9,""point"":{""x"":0.2268,""y"":-0.0639},""before"":{""r"":0.2937,""slope"":0.2278},""after"":{""r"":0.2707,""slope"":0.203}},{""pointIndex"":10,""point"":{""x"":0.4705,""y"":0.1032},""before"":{""r"":0.2707,""slope"":0.203},""after"":{""r"":0.2937,""slope"":0.204}},{""pointIndex"":11,""point"":{""x"":0.4421,""y"":-0.0525},""before"":{""r"":0.2937,""slope"":0.204},""after"":{""r"":0.2634,""slope"":0.1727}},{""pointIndex"":12,""point"":{""x"":0.0197,""y"":0.3462},""before"":{""r"":0.2634,""slope"":0.1727},""after"":{""r"":0.2631,""slope"":0.1827}},{""pointIndex"":13,""point"":{""x"":0.1131,""y"":0.4487},""before"":{""r"":0.2631,""slope"":0.1827},""after"":{""r"":0.281,""slope"":0.2099}},{""pointIndex"":14,""point"":{""x"":0.5233,""y"":0.2513},""before"":{""r"":0.281,""slope"":0.2099},""after"":{""r"":0.3243,""slope"":0.2322}},{""pointIndex"":15,""point"":{""x"":-0.0981,""y"":0.2361},""before"":{""r"":0.3243,""slope"":0.2322},""after"":{""r"":0.3109,""slope"":0.2255}},{""pointIndex"":16,""point"":{""x"":0.2065,""y"":0.555},""before"":{""r"":0.3109,""slope"":0.2255},""after"":{""r"":0.3362,""slope"":0.2626}},{""pointIndex"":17,""point"":{""x"":0.369,""y"":-0.1474},""before"":{""r"":0.3362,""slope"":0.2626},""after"":{""r"":0.2887,""slope"":0.2228}}]",NA,30669,30669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will negatively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e96cde65aa9df15260c718,add-points-2,58,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":122,""mousedown"":20,""mouseup"":20,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e96cde65aa9df15260c718,add-points-3,59,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.5815,""y"":0.8397},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":-0.0695,""slope"":-0.0641}},{""pointIndex"":2,""point"":{""x"":-0.2565,""y"":0.7942},""before"":{""r"":-0.0695,""slope"":-0.0641},""after"":{""r"":-0.14,""slope"":-0.1481}},{""pointIndex"":3,""point"":{""x"":0.1659,""y"":0.8207},""before"":{""r"":-0.14,""slope"":-0.1481},""after"":{""r"":-0.0363,""slope"":-0.0418}},{""pointIndex"":4,""point"":{""x"":-0.4637,""y"":-0.8383},""before"":{""r"":-0.0363,""slope"":-0.0418},""after"":{""r"":0.1621,""slope"":0.2237}},{""pointIndex"":5,""point"":{""x"":-0.1265,""y"":-0.8459},""before"":{""r"":0.1621,""slope"":0.2237},""after"":{""r"":0.1544,""slope"":0.245}},{""pointIndex"":6,""point"":{""x"":0.304,""y"":-0.9219},""before"":{""r"":0.1544,""slope"":0.245},""after"":{""r"":0.001,""slope"":0.0018}}]",NA,12538,12538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will move the correlation closer to 0, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e96cde65aa9df15260c718,add-points-3,59,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":40,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e9f6a993985bfec2114d70,add-points-1,57,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.1985,""y"":-0.3082},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.4511,""slope"":0.3668}},{""pointIndex"":2,""point"":{""x"":-0.5112,""y"":-0.2573},""before"":{""r"":0.4511,""slope"":0.3668},""after"":{""r"":0.5178,""slope"":0.403}},{""pointIndex"":3,""point"":{""x"":0.1756,""y"":0.3031},""before"":{""r"":0.5178,""slope"":0.403},""after"":{""r"":0.5455,""slope"":0.4381}},{""pointIndex"":4,""point"":{""x"":0.4492,""y"":0.2624},""before"":{""r"":0.5455,""slope"":0.4381},""after"":{""r"":0.5814,""slope"":0.4441}},{""pointIndex"":5,""point"":{""x"":0.2984,""y"":0.512},""before"":{""r"":0.5814,""slope"":0.4441},""after"":{""r"":0.6106,""slope"":0.5025}},{""pointIndex"":6,""point"":{""x"":0.17,""y"":-0.191},""before"":{""r"":0.6106,""slope"":0.5025},""after"":{""r"":0.5606,""slope"":0.4716}},{""pointIndex"":7,""point"":{""x"":0.2817,""y"":0.2827},""before"":{""r"":0.5606,""slope"":0.4716},""after"":{""r"":0.5771,""slope"":0.4861}}]",NA,30025,30025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will positively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e9f6a993985bfec2114d70,add-points-1,57,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":2,""keyup"":2,""mousemove"":68,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e9f6a993985bfec2114d70,add-points-2,58,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":0.371,""y"":-0.5069},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.1284,""slope"":0.1115}},{""pointIndex"":2,""point"":{""x"":0.3822,""y"":0.2369},""before"":{""r"":0.1284,""slope"":0.1115},""after"":{""r"":0.1886,""slope"":0.1607}},{""pointIndex"":3,""point"":{""x"":-0.1985,""y"":-0.4508},""before"":{""r"":0.1886,""slope"":0.1607},""after"":{""r"":0.2606,""slope"":0.2401}},{""pointIndex"":4,""point"":{""x"":-0.1762,""y"":-0.2878},""before"":{""r"":0.2606,""slope"":0.2401},""after"":{""r"":0.2922,""slope"":0.2729}},{""pointIndex"":5,""point"":{""x"":0.304,""y"":-0.1758},""before"":{""r"":0.2922,""slope"":0.2729},""after"":{""r"":0.2548,""slope"":0.2337}},{""pointIndex"":6,""point"":{""x"":-0.0589,""y"":0.0178},""before"":{""r"":0.2548,""slope"":0.2337},""after"":{""r"":0.2489,""slope"":0.2278}}]",NA,15793,15793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will negatively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e9f6a993985bfec2114d70,add-points-2,58,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e9f6a993985bfec2114d70,add-points-3,59,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":0.8121,""y"":-0.8125},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":-0.2271,""slope"":-0.2003}},{""pointIndex"":2,""point"":{""x"":-0.0589,""y"":0.6444},""before"":{""r"":-0.2271,""slope"":-0.2003},""after"":{""r"":-0.2463,""slope"":-0.2488}},{""pointIndex"":3,""point"":{""x"":-0.4554,""y"":-0.6393},""before"":{""r"":-0.2463,""slope"":-0.2488},""after"":{""r"":-0.0429,""slope"":-0.0452}},{""pointIndex"":4,""point"":{""x"":0.6669,""y"":-0.1044},""before"":{""r"":-0.0429,""slope"":-0.0452},""after"":{""r"":-0.0618,""slope"":-0.0594}},{""pointIndex"":5,""point"":{""x"":0.2314,""y"":0.5273},""before"":{""r"":-0.0618,""slope"":-0.0594},""after"":{""r"":-0.022,""slope"":-0.0225}},{""pointIndex"":6,""point"":{""x"":-0.8295,""y"":-0.0942},""before"":{""r"":-0.022,""slope"":-0.0225},""after"":{""r"":0.0144,""slope"":0.0127}},{""pointIndex"":7,""point"":{""x"":-0.2041,""y"":0.3846},""before"":{""r"":0.0144,""slope"":0.0127},""after"":{""r"":-0.0148,""slope"":-0.0133}}]",NA,18118,18118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will move the correlation closer to 0, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69e9f6a993985bfec2114d70,add-points-3,59,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69eae5f4f5ce43d5a34d388f,add-points-1,57,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":0.5966,""y"":0.5411},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.5686,""slope"":0.433}},{""pointIndex"":2,""point"":{""x"":0.5426,""y"":0.6607},""before"":{""r"":0.5686,""slope"":0.433},""after"":{""r"":0.6442,""slope"":0.53}},{""pointIndex"":3,""point"":{""x"":0.6986,""y"":0.7096},""before"":{""r"":0.6442,""slope"":0.53},""after"":{""r"":0.7116,""slope"":0.5979}},{""pointIndex"":4,""point"":{""x"":0.7046,""y"":0.8564},""before"":{""r"":0.7116,""slope"":0.5979},""after"":{""r"":0.7558,""slope"":0.6733}},{""pointIndex"":5,""point"":{""x"":0.4527,""y"":0.4976},""before"":{""r"":0.7558,""slope"":0.6733},""after"":{""r"":0.763,""slope"":0.6805}},{""pointIndex"":6,""point"":{""x"":0.5126,""y"":0.3127},""before"":{""r"":0.763,""slope"":0.6805},""after"":{""r"":0.7541,""slope"":0.6604}},{""pointIndex"":7,""point"":{""x"":0.4227,""y"":0.3127},""before"":{""r"":0.7541,""slope"":0.6604},""after"":{""r"":0.7515,""slope"":0.6535}},{""pointIndex"":8,""point"":{""x"":0.4227,""y"":0.3235},""before"":{""r"":0.7515,""slope"":0.6535},""after"":{""r"":0.75,""slope"":0.6484}}]",NA,21060,21060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will positively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69eae5f4f5ce43d5a34d388f,add-points-1,57,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":66,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69eae5f4f5ce43d5a34d388f,add-points-2,58,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.4532,""y"":-0.5095},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.5419,""slope"":0.4606}},{""pointIndex"":2,""point"":{""x"":-0.5491,""y"":-0.515},""before"":{""r"":0.5419,""slope"":0.4606},""after"":{""r"":0.6262,""slope"":0.5531}},{""pointIndex"":3,""point"":{""x"":-0.5731,""y"":-0.6455},""before"":{""r"":0.6262,""slope"":0.5531},""after"":{""r"":0.6849,""slope"":0.644}},{""pointIndex"":4,""point"":{""x"":-0.7411,""y"":-0.7162},""before"":{""r"":0.6849,""slope"":0.644},""after"":{""r"":0.7428,""slope"":0.7102}},{""pointIndex"":5,""point"":{""x"":-0.7591,""y"":-0.8303},""before"":{""r"":0.7428,""slope"":0.7102},""after"":{""r"":0.7824,""slope"":0.776}},{""pointIndex"":6,""point"":{""x"":-0.8851,""y"":-0.8684},""before"":{""r"":0.7824,""slope"":0.776},""after"":{""r"":0.8164,""slope"":0.8138}}]",NA,11270,11270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will negatively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69eae5f4f5ce43d5a34d388f,add-points-2,58,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":38,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69eae5f4f5ce43d5a34d388f,add-points-3,59,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.0512,""y"":-0.0854},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.4215,""slope"":0.321}},{""pointIndex"":2,""point"":{""x"":-0.1112,""y"":-0.0201},""before"":{""r"":0.4215,""slope"":0.321},""after"":{""r"":0.426,""slope"":0.3241}},{""pointIndex"":3,""point"":{""x"":0.0267,""y"":-0.031},""before"":{""r"":0.426,""slope"":0.3241},""after"":{""r"":0.4201,""slope"":0.3205}},{""pointIndex"":4,""point"":{""x"":-0.0092,""y"":0.0451},""before"":{""r"":0.4201,""slope"":0.3205},""after"":{""r"":0.4201,""slope"":0.3205}},{""pointIndex"":5,""point"":{""x"":0.1407,""y"":0.0125},""before"":{""r"":0.4201,""slope"":0.3205},""after"":{""r"":0.4113,""slope"":0.3105}},{""pointIndex"":6,""point"":{""x"":0.0807,""y"":0.0669},""before"":{""r"":0.4113,""slope"":0.3105},""after"":{""r"":0.4129,""slope"":0.311}}]",NA,10175,10175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will move the correlation closer to 0, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69eae5f4f5ce43d5a34d388f,add-points-3,59,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":30,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
