participantId,group,lecture_type,practice_type,source_file,trialId,responseId,responsePrompt,answer,duration,cleanedDuration,status,percentComplete,answer_length
69e9f6a993985bfec2114d70,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",an incline or decline,52906,52906,completed,100,21
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,assessment intro,additional-questions,NA,Its been a long time since I've looked at things like this and now that I'm getting into it again I am remembering why I didn't like math anymore. I feel like my memory isn't what it used to be and I hardly retained any of the information I received unfortunately,63766,63766,completed,100,263
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",the way something causes something else,126110,126110,completed,100,39
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",No,126110,126110,completed,100,2
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",a line usually used in math to help describe the direction of the correlation,126110,126110,completed,100,77
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,correlation can be absolutely anywhere on the map,102993,102993,completed,100,49
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,"the slope goes in the same direction as correlation, usually",102993,102993,completed,100,60
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",it would stay about the same?,102993,102993,completed,100,29
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,it would stay the same also?,102993,102993,completed,100,28
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,control-axis-swap-correlation,axis_swap_correlation_response,NA,The correlation stayed the same,125883,125883,completed,100,31
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,2,21772,21772,completed,100,1
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",2,21772,21772,completed,100,1
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,2,21772,21772,completed,100,1
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,2,21772,21772,completed,100,1
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",a connection of one thing to another,56643,56643,completed,100,36
69eae5f4f5ce43d5a34d388f,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",a slope is a large decrease,56643,56643,completed,100,27
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,assessment intro,additional-questions,NA,i thought i really knew slope and all that but then just realized i was misunderstanding it. After the practice questions i now have a much better idea of how to get it right. Although i will probably still get it wrong but i do find this stuff interesting.,62133,62133,completed,100,257
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",how the information changes along the slope,38756,38756,completed,100,43
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",Yes,38756,38756,completed,100,3
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",the change of the line,38756,38756,completed,100,22
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,im honestly not sure.,47577,47577,completed,100,21
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,i honestly have no clue.,47577,47577,completed,100,24
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",i think it would go up,47577,47577,completed,100,22
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,go down.,47577,47577,completed,100,8
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,control-axis-swap-correlation,axis_swap_correlation_response,NA,"The correlation value did not change, but the sign changed.",17669,17669,completed,100,59
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,6605,6605,completed,100,1
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",4,6605,6605,completed,100,1
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,6605,6605,completed,100,1
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,6605,6605,completed,100,1
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",something that relates to something. like if price of oil goes up gas goes up since they are correlated.,60036,60036,completed,100,104
69ecc0e01df33a8b5fa811f2,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",an incline or decline on a hill up or down.,60036,60036,completed,100,43
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,assessment intro,additional-questions,NA,I still have a hard time understanding how to adjust both to meet the parameters.,32745,32745,completed,100,81
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",The rate of change,65169,65169,completed,100,18
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",No,65169,65169,completed,100,2
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",the y axis and how steep the line is and the direction is goes,65169,65169,completed,100,62
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,slope is more associated with the y axis,63550,63550,completed,100,40
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,I have no idea.,63550,63550,completed,100,15
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",I think the slope would change but I have no idea.,63550,63550,completed,100,50
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,I think it would decrease?,63550,63550,completed,100,26
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,1,11049,11049,completed,100,1
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,11049,11049,completed,100,1
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,1,11049,11049,completed,100,1
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,11049,11049,completed,100,1
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",The relationship between two things and how they are alike.,71097,71097,completed,100,59
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The steepness of a line,71097,71097,completed,100,23
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,assessment intro,additional-questions,NA,Playing with the exercise did help. I think the slider adjustments could have been explained a little better and related more to the slope/correlation concepts.,74606,74606,completed,100,160
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",the relationship between 2 data points and their effect on one another.,88123,88123,completed,100,71
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",Yes,88123,88123,completed,100,3
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",The measured average difference between data points on a scatter plot chart.,88123,88123,completed,100,76
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,I cannot think of any. This is really confusing to me and it would be helpful to be able to reference the bullet points from the lesson.,177895,177895,completed,100,136
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,Correlation means plots are closer together and slope can be more evenly distributed,177895,177895,completed,100,84
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Correlation would go down,177895,177895,completed,100,25
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,Slope would be about the same,177895,177895,completed,100,29
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,4,13200,13200,completed,100,1
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,13200,13200,completed,100,1
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,13200,13200,completed,100,1
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,5,13200,13200,completed,100,1
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-class-time,"If yes, how long ago was your most recent statistics class?",40 years ago,105857,105857,completed,100,12
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A correlation is when one statistical factor can be proven to directly relate to another statistical factor,105857,105857,completed,100,107
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",A slope is the positive or negative direction of statistical information.,105857,105857,completed,100,73
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,assessment intro,additional-questions,NA,"I actually really like the visual side of things, and I definitely learned a little bit, but I'm still not too familiar with everything. I do want to learn more though.",38745,38745,completed,100,168
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:","Correlation is the change varies, rather if it's all compact, or very different.",49784,49784,completed,100,80
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",Yes,49784,49784,completed,100,3
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",A slope is the rate of change.,49784,49784,completed,100,30
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,"When flipping the x and y, correlation stays the same, but slope changes.",65435,65435,completed,100,73
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,They do both tie in to change and relations.,65435,65435,completed,100,44
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",It would stay the same,65435,65435,completed,100,22
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,It would change,65435,65435,completed,100,15
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,6,11534,11534,completed,100,1
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",6,11534,11534,completed,100,1
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,6,11534,11534,completed,100,1
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,11534,11534,completed,100,1
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Correlation is when they are related.,73762,73762,completed,100,37
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",It's like an upward trajectory of a line.,73762,73762,completed,100,41
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,assessment intro,additional-questions,NA,I thought this was very hard for me I'm not a math person. I did my best but I just got confused by it.,37308,37308,completed,100,103
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",This is the strength of a line and it also shows where its going.,69334,69334,completed,100,65
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",No,69334,69334,completed,100,2
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",This is the slanted line in a chart in a positive or negative direction,69334,69334,completed,100,71
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,"Sometimes if the dots are spread out, the slope could be going, for example, negatively, but the correlation could mean something different.",104126,104126,completed,100,140
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,I think that when the slope is changed for example to a positive direction than the correlation will be positive.,104126,104126,completed,100,113
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",I think it could change it to a negative slope.,104126,104126,completed,100,47
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,It would turn to a negative slope,104126,104126,completed,100,33
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,4,12921,12921,completed,100,1
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",2,12921,12921,completed,100,1
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,2,12921,12921,completed,100,1
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,2,12921,12921,completed,100,1
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-class-time,"If yes, how long ago was your most recent statistics class?",18 years,93679,93679,completed,100,8
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",When numbers are realted in a graph and in comparison to each other.,93679,93679,completed,100,68
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-how-many,"If yes, how many statistics classes have you taken in total?",1,93679,93679,completed,100,1
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:","This is the trend in the numbers on a graph, for example if numbers are high, then they go down to a lower number. There's a steep slope.",93679,93679,completed,100,137
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,assessment intro,additional-questions,NA,I don't really have questions but prefer the painted lines personally,80566,80566,completed,100,69
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",how strong and which direction the relationship is between 2 variables,205329,205329,completed,100,70
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",Yes,205329,205329,completed,100,3
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",slope is the rate of change of the two variables it represents the amount of rising vs the length of the run,205329,205329,completed,100,108
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,"scale and units, range, symmetry, what they measure",1034889,1034889,completed,100,51
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,"Direction, linearity, standardization, predictive links",1034889,1034889,completed,100,55
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would stay exactly the same 0.5,1034889,1034889,completed,100,47
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,if you switch x and y the slope isd going to change it will be the reciprocal of the original slope from.25 to 4.o,1034889,1034889,completed,100,114
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,48551,48551,completed,100,1
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",4,48551,48551,completed,100,1
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,3,48551,48551,completed,100,1
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,48551,48551,completed,100,1
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-class-time,"If yes, how long ago was your most recent statistics class?",10,254233,254233,completed,100,2
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",A Correlation measures the strength and direction of a relationship between two variables,254233,254233,completed,100,89
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-how-many,"If yes, how many statistics classes have you taken in total?",1,254233,254233,completed,100,1
676276312d87ec9601be7d5c,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The slope is the rate of change between two variables representing the steepness of a line as rise over run in a linear equation,254233,254233,completed,100,128
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,assessment intro,additional-questions,NA,it was a great test but very rough in my opinion,42807,42807,completed,100,48
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",a statistical measure describing how 2 variables move together. you can have one change the other tends to change in a predicatable direction,108436,108436,completed,100,141
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",No,108436,108436,completed,100,2
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",is the rate of change in a linear relationship and respesting how much the dependant vairable increases or decreases for each unti,108436,108436,completed,100,130
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,"correlation is bounded between -1 and 1.
correlation is dimensionless slope has units",118776,118776,completed,100,85
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,"both indicate the direction of the relationship
both are 0 if no linear relationship",118776,118776,completed,100,84
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",the correclation remains exactly the same 0.5 as it measures the strenghth of the relationship,118776,118776,completed,100,94
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,the slope would change. it becomes the reciprocal of the original,118776,118776,completed,100,65
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,6,10947,10947,completed,100,1
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",6,10947,10947,completed,100,1
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,6,10947,10947,completed,100,1
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,10947,10947,completed,100,1
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-class-time,"If yes, how long ago was your most recent statistics class?",5 years,119595,119595,completed,100,7
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",a statitical measure that describes how 2 veriables move together,119595,119595,completed,100,65
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-how-many,"If yes, how many statistics classes have you taken in total?",1,119595,119595,completed,100,1
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,main-control-plotwise.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",i would say the rate of change in a linear relationship,119595,119595,completed,100,55
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,assessment intro,additional-questions,NA,I didn't have any questions I was just trying to figure out what to do.,54272,54272,completed,100,71
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",points on a canvas that create a pattern or find similar points,201852,201852,completed,100,63
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",No,201852,201852,completed,100,2
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",the gradual line between 2 points,201852,201852,completed,100,33
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,negative or positive?,103585,103585,completed,100,21
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,the points create the slope and spread out they create the correlation?,103585,103585,completed,100,71
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",it would be negative?,103585,103585,completed,100,21
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,it would reverse?,103585,103585,completed,100,17
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,1,20639,20639,completed,100,1
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,20639,20639,completed,100,1
67eec9e200be02ad51843d9b,CP,Control,PlotWise,main-control-plotwise.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,1,20639,20639,completed,100,1
