participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_responseId,parameters_instruction,parameters_imgSrcs,parameters_imgLabels,parameters_options,parameters_questionType,parameters_rankPrompts,parameters_pickQuestion,parameters_pickOptions,parameters_title,parameters_intro,parameters_sections,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc
"5cbcfce214b3cb0015f03471","assessment-guess-correlation","41","break","DEFAULT","completed","","","","100.00","","","[]","","12699","12699","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","assessment-guess-correlation","41","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-9","42","stat_guess","DEFAULT","completed","","","","100.00","","","1","","14782","14782","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-9","42","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","14782","14782","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-9","42","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","14782","14782","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-9","42","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":30,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":11,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-4","43","stat_guess","DEFAULT","completed","","","","100.00","","","1.0","","39085","39085","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-4","43","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","39085","39085","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-4","43","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","39085","39085","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-4","43","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":5,""keydown"":4,""keyup"":4,""mousemove"":42,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":46,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-3","44","stat_guess","DEFAULT","completed","","","","100.00","","","0","","26174","26174","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-3","44","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","26174","26174","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-3","44","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","26174","26174","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-3","44","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":27,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-6","45","stat_guess","DEFAULT","completed","","","","100.00","","","0","","22212","22212","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-6.png","slope = -0.69, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-6","45","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","22212","22212","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-6.png","slope = -0.69, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-6","45","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","22212","22212","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-6.png","slope = -0.69, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-6","45","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":15,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-2","46","stat_guess","DEFAULT","completed","","","","100.00","","","0.1","","14179","14179","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-2","46","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","14179","14179","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-2","46","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","14179","14179","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-2","46","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":24,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":7,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-11","47","stat_guess","DEFAULT","completed","","","","100.00","","","0","","9055","9055","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-11","47","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","9055","9055","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-11","47","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","9055","9055","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-11","47","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":11,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-10","48","stat_guess","DEFAULT","completed","","","","100.00","","","1","","13597","13597","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-10","48","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","13597","13597","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-10","48","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","13597","13597","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-10","48","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":23,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":13,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-1","49","stat_guess","DEFAULT","completed","","","","100.00","","","0.1","","14146","14146","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-1","49","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","14146","14146","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-1","49","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","14146","14146","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-1","49","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":17,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":9,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-5","50","stat_guess","DEFAULT","completed","","","","100.00","","","-0.1","","13065","13065","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-5","50","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","13065","13065","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-5","50","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","13065","13065","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-5","50","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":22,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":8,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-7","51","stat_guess","DEFAULT","completed","","","","100.00","","","0","","14198","14198","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-7","51","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","14198","14198","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-7","51","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","14198","14198","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-7","51","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":12,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-8","52","stat_guess","DEFAULT","completed","","","","100.00","","","0.5","","26848","26848","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-8","52","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","26848","26848","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-8","52","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","26848","26848","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation-8","52","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":20,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":25,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","compare-r","53","break","DEFAULT","completed","","","","100.00","","","[]","","14215","14215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","compare-r","53","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":3,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","choose-strongest-r-1","54","graph_choice","DEFAULT","completed","","","","100.00","","","left","","12715","12715","","","","","","","","","Which graph shows the strongest correlation?","","","","graph_choice","","","","","","","","","","","","assets/imgs/strongest-1-A.png","assets/imgs/strongest-1-B.png","Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34","","",""
"5cbcfce214b3cb0015f03471","choose-strongest-r-1","54","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":20,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","choose-strongest-r-2","55","graph_choice","DEFAULT","completed","","","","100.00","","","left","","6575","6575","","","","","","","","","Which graph shows the strongest correlation?","","","","graph_choice","","","","","","","","","","","","assets/imgs/strongest-2-A.png","assets/imgs/strongest-2-B.png","Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31","","",""
"5cbcfce214b3cb0015f03471","choose-strongest-r-2","55","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":7,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","add-points","56","break","DEFAULT","completed","","","","100.00","","","[]","","5014","5014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","add-points","56","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","add-points-1","57","add_points","DEFAULT","completed","","","","100.00","","","[{""pointIndex"":1,""point"":{""x"":-0.8668,""y"":-0.5737},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.6488,""slope"":0.4831}},{""pointIndex"":2,""point"":{""x"":-0.999,""y"":-0.5541},""before"":{""r"":0.6488,""slope"":0.4831},""after"":{""r"":0.7395,""slope"":0.5216}},{""pointIndex"":3,""point"":{""x"":-0.397,""y"":-0.1369},""before"":{""r"":0.7395,""slope"":0.5216},""after"":{""r"":0.7406,""slope"":0.519}},{""pointIndex"":4,""point"":{""x"":-0.8448,""y"":-0.5867},""before"":{""r"":0.7406,""slope"":0.519},""after"":{""r"":0.7797,""slope"":0.5586}},{""pointIndex"":5,""point"":{""x"":0.91,""y"":0.3194},""before"":{""r"":0.7797,""slope"":0.5586},""after"":{""r"":0.7919,""slope"":0.5}},{""pointIndex"":6,""point"":{""x"":0.5135,""y"":0.3075},""before"":{""r"":0.7919,""slope"":0.5},""after"":{""r"":0.809,""slope"":0.5057}},{""pointIndex"":7,""point"":{""x"":0.8953,""y"":0.5226},""before"":{""r"":0.809,""slope"":0.5057},""after"":{""r"":0.8388,""slope"":0.5154}},{""pointIndex"":8,""point"":{""x"":0.697,""y"":0.3727},""before"":{""r"":0.8388,""slope"":0.5154},""after"":{""r"":0.8498,""slope"":0.5149}},{""pointIndex"":9,""point"":{""x"":-0.8815,""y"":-0.5671},""before"":{""r"":0.8498,""slope"":0.5149},""after"":{""r"":0.8668,""slope"":0.5309}}]","","57955","57955","","","","","","","","","","","","","add_points","Please add 6 points that will positively increase the correlation, but not change the slope.","","","","","","","","","","","","","","","6","[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",""
"5cbcfce214b3cb0015f03471","add-points-1","57","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":176,""mousedown"":15,""mouseup"":15,""resize"":0,""scroll"":16,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","add-points-2","58","add_points","DEFAULT","completed","","","","100.00","","","[{""pointIndex"":1,""point"":{""x"":-0.8815,""y"":-0.4237},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.6087,""slope"":0.4121}},{""pointIndex"":2,""point"":{""x"":-0.6099,""y"":-0.1499},""before"":{""r"":0.6087,""slope"":0.4121},""after"":{""r"":0.622,""slope"":0.3999}},{""pointIndex"":3,""point"":{""x"":-0.4851,""y"":-0.2347},""before"":{""r"":0.622,""slope"":0.3999},""after"":{""r"":0.6429,""slope"":0.4145}},{""pointIndex"":4,""point"":{""x"":-0.0005,""y"":0.2216},""before"":{""r"":0.6429,""slope"":0.4145},""after"":{""r"":0.6469,""slope"":0.4274}},{""pointIndex"":5,""point"":{""x"":0.4107,""y"":0.2673},""before"":{""r"":0.6469,""slope"":0.4274},""after"":{""r"":0.6768,""slope"":0.4336}},{""pointIndex"":6,""point"":{""x"":0.5796,""y"":0.5476},""before"":{""r"":0.6768,""slope"":0.4336},""after"":{""r"":0.7347,""slope"":0.4863}},{""pointIndex"":7,""point"":{""x"":0.2345,""y"":0.2999},""before"":{""r"":0.7347,""slope"":0.4863},""after"":{""r"":0.7438,""slope"":0.4961}}]","","17692","17692","","","","","","","","","","","","","add_points","Please add 6 points that will negatively increase the correlation, but not change the slope.","","","","","","","","","","","","","","","6","[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",""
"5cbcfce214b3cb0015f03471","add-points-2","58","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":58,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","add-points-3","59","add_points","DEFAULT","completed","","","","100.00","","","[{""pointIndex"":1,""point"":{""x"":-0.6833,""y"":-0.2608},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.5309,""slope"":0.3618}},{""pointIndex"":2,""point"":{""x"":-0.9182,""y"":-0.5997},""before"":{""r"":0.5309,""slope"":0.3618},""after"":{""r"":0.6861,""slope"":0.4814}},{""pointIndex"":3,""point"":{""x"":-0.7053,""y"":-0.4824},""before"":{""r"":0.6861,""slope"":0.4814},""after"":{""r"":0.7281,""slope"":0.5217}},{""pointIndex"":4,""point"":{""x"":-0.419,""y"":-0.2412},""before"":{""r"":0.7281,""slope"":0.5217},""after"":{""r"":0.7337,""slope"":0.5268}},{""pointIndex"":5,""point"":{""x"":0.0362,""y"":0.0326},""before"":{""r"":0.7337,""slope"":0.5268},""after"":{""r"":0.7364,""slope"":0.5249}},{""pointIndex"":6,""point"":{""x"":0.3446,""y"":0.2803},""before"":{""r"":0.7364,""slope"":0.5249},""after"":{""r"":0.7604,""slope"":0.5375}}]","","16664","16664","","","","","","","","","","","","","add_points","Please add 6 points that will move the correlation closer to 0, but not change the slope.","","","","","","","","","","","","","","","6","[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",""
"5cbcfce214b3cb0015f03471","add-points-3","59","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":46,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","reflect","60","break","DEFAULT","completed","","","","100.00","","","[]","","20123","20123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","reflect","60","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","connection-making","61","switch-question-response-a","DEFAULT","completed","","","","100.00","","Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?","it would remain the same.","","196372","196372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","connection-making","61","switch-question-response-b","DEFAULT","completed","","","","100.00","","b. What would happen to the slope?","the slope would change.","","196372","196372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","connection-making","61","q-same","DEFAULT","completed","","","","100.00","","Please list as many ways slope and correlation are the same as you can think of.","When correlation matches or closes in around the slope.","","196372","196372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","connection-making","61","q-different","DEFAULT","completed","","","","100.00","","Please list as many ways slope and correlation are different as you can think of. ","if the correlation does not come close to the slope. if the correlation is scattered.","","196372","196372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","connection-making","61","windowEvents","DEFAULT","","","","","","","","{""focus"":5,""input"":165,""keydown"":167,""keyup"":169,""mousemove"":101,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":12,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","interest-survey-intro","62","break","DEFAULT","completed","","","","100.00","","","[]","","10144","10144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","interest-survey-intro","62","windowEvents","DEFAULT","","","","","","","","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","triggeredSituationalInterest","63","tsi_fun_video","DEFAULT","completed","","","","100.00","","It was fun to watch the video","4","","96223","96223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","triggeredSituationalInterest","63","tsi_boring_video","DEFAULT","completed","","","","100.00","","The correlation and slope video was boring","4","","96223","96223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","triggeredSituationalInterest","63","tsi_enjoyed_session","DEFAULT","completed","","","","100.00","","I've enjoyed this session","5","","96223","96223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","triggeredSituationalInterest","63","tsi_session_interesting","DEFAULT","completed","","","","100.00","","This session has been interesting","5","","96223","96223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","triggeredSituationalInterest","63","tsi_enjoyed_learning","DEFAULT","completed","","","","100.00","","I've enjoyed learning new things","4","","96223","96223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","triggeredSituationalInterest","63","tsi_session_fun","DEFAULT","completed","","","","100.00","","This session has been fun","4","","96223","96223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","triggeredSituationalInterest","63","tsi_session_boring","DEFAULT","completed","","","","100.00","","This session has been boring","4","","96223","96223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","triggeredSituationalInterest","63","tsi_fun_stats","DEFAULT","completed","","","","100.00","","It's been fun to learn about statistics this way","5","","96223","96223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
